City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
143,ariquemes,-9.9133,-63.0408,23.85,88,54,1.09,BR,1699936229
144,kavaratti,10.5669,72.642,27.64,69,70,1.01,IN,1699936231
145,katsuura,35.1333,140.3,14.55,44,16,2.09,JP,1699936061
146,granard,53.7667,-7.5,8.77,92,100,5.05,IE,1699936234
147,la roda,39.2167,-2.15,11.61,81,96,3.43,ES,1699936235
148,new norfolk,-42.7826,147.0587,18.29,27,4,2.59,AU,1699936235
149,khani,41.9563,42.9566,14.76,54,91,2.7,GE,1699936236
150,shubarshi,48.5872,57.1869,5.78,69,91,7.87,KZ,1699936237
151,egvekinot,66.3167,-179.1667,-18.01,78,41,4.22,RU,1699936238
152,teahupoo,-17.8333,-149.2667,24.98,88,95,7.21,PF,1699936239
153,carnarvon,-24.8667,113.6333,23.32,62,86,5.05,AU,1699936239
154,shrewsbury,52.7101,-2.7521,11.49,89,75,2.57,GB,1699936240
155,sao filipe,14.8961,-24.4956,25.96,71,98,2.61,CV,1699936241
156,ponta do sol,32.6667,-17.1,19.84,77,6,1.72,PT,1699936242
157,mount gambier,-37.8333,140.7667,17.83,49,100,3.82,AU,1699936217
158,east london,-33.0153,27.9116,14.52,94,75,1.54,ZA,1699936049
159,coahuayana,18.7333,-103.6833,25.42,84,11,1.35,MX,1699936244
160,bergerac,44.8333,0.5,17.74,94,100,2.06,FR,1699936245
161,pisco,-13.7,-76.2167,18.34,88,5,0.0,PE,1699936245
162,pevek,69.7008,170.3133,-21.64,97,97,4.89,RU,1699936246
163,vytegra,61.0064,36.4481,1.31,99,100,1.79,RU,1699936247
164,arraial do cabo,-22.9661,-42.0278,23.45,91,57,5.92,BR,1699936186
165,jaunjelgava,56.6167,25.0833,1.72,96,83,1.71,LV,1699936248
166,amalapuram,16.5833,82.0167,28.39,60,99,3.97,IN,1699936249
167,anchorage,61.2181,-149.9003,-1.71,92,0,2.06,US,1699936207
168,umtata,-31.5889,28.7844,11.31,93,100,4.63,ZA,1699936250
169,ancud,-41.8697,-73.8203,5.69,71,31,3.3,CL,1699936251
170,bubaque,11.2833,-15.8333,27.84,67,30,3.39,GW,1699936252
171,igra,57.5558,53.0547,4.42,85,100,5.65,RU,1699936253
172,jiexiu,37.0244,111.9125,9.51,27,0,2.21,CN,1699936253
173,ahipara,-35.1667,173.1667,17.68,94,98,6.28,NZ,1699936255
174,turayf,31.6725,38.6637,18.14,39,0,3.09,SA,1699936255
175,kingsville,27.5159,-97.8561,17.23,94,100,3.09,US,1699936257
176,garachine,8.0647,-78.3628,26.3,89,100,1.88,PA,1699936257
177,grand gaube,-20.0064,57.6608,26.88,68,9,3.13,MU,1699936258
178,kununurra,-15.7667,128.7333,36.99,39,58,5.66,AU,1699936259
179,kostyantynivka,48.5277,37.7069,4.94,75,98,1.65,UA,1699936259
180,canavieiras,-15.675,-38.9472,22.98,87,9,2.94,BR,1699936260
181,sitka,57.0531,-135.33,5.94,81,100,6.69,US,1699936261
182,mumford,5.2618,-0.759,26.03,87,7,1.89,GH,1699936261
183,lompoc,34.6391,-120.4579,13.29,87,0,3.6,US,1699936262
184,acapulco,16.8634,-99.8901,28.9,79,0,3.09,MX,1699936263
185,belmopan,17.25,-88.7667,24.21,99,89,0.64,BZ,1699936264
186,pokrovsk,48.282,37.1758,4.15,76,92,2.16,UA,1699936265
187,chau doc,10.7,105.1167,31.45,60,79,4.01,VN,1699936265
188,whitehorse,60.7161,-135.0538,-5.57,85,75,2.06,CA,1699936266
189,sao joao da barra,-21.6403,-41.0511,23.51,91,59,2.79,BR,1699936267
190,olafsvik,64.8945,-23.7142,5.45,67,86,8.85,IS,1699936268
191,zhangye,38.9342,100.4517,6.32,24,61,7.59,CN,1699936269
192,odweyne,9.4092,45.064,23.72,44,31,1.33,SO,1699936270
193,pandan,14.0453,124.1694,27.59,86,91,7.38,PH,1699935992
194,kloulklubed,7.0419,134.2556,29.28,78,95,4.4,PW,1699936272
195,lebu,-37.6167,-73.65,9.1,89,34,3.52,CL,1699935983
196,shenavan,40.0549,43.9288,10.32,66,75,1.03,AM,1699936273
197,ilhabela,-23.7781,-45.3581,24.18,94,47,1.98,BR,1699936274
198,tchibanga,-2.85,11.0333,22.95,98,100,0.74,GA,1699936274
199,taltal,-25.4,-70.4833,16.65,74,39,0.52,CL,1699936120
200,tuatapere,-46.1333,167.6833,8.46,95,100,5.98,NZ,1699936276
201,bantry,51.6833,-9.45,12.1,89,100,8.44,IE,1699936276
202,broome,42.2506,-75.833,3.78,81,14,0.89,US,1699936277
203,namibe,-15.1961,12.1522,22.2,70,93,2.0,AO,1699936278
204,gryazovets,58.88,40.2525,2.33,96,100,5.11,RU,1699936279
205,pareora,-44.4871,171.2132,18.99,75,59,5.38,NZ,1699936279
206,suez,29.9737,32.5263,19.89,87,0,2.99,EG,1699936280
207,upernavik,72.7868,-56.1549,-17.79,68,0,3.34,GL,1699936228
208,atar,20.5169,-13.0499,24.28,14,5,4.4,MR,1699936282
209,san patricio,28.017,-97.5169,17.13,89,100,4.81,US,1699936282
210,pangnirtung,66.1451,-65.7125,-16.73,72,0,3.12,CA,1699936283
211,broken hill,-31.95,141.4333,28.29,21,69,3.31,AU,1699936284
212,kpandu,6.9954,0.2931,24.34,88,3,1.76,GH,1699936285
213,makaha,21.4694,-158.2175,26.95,64,40,2.57,US,1699936285
214,rocha,-34.4833,-54.3333,14.51,85,100,2.14,UY,1699936076
215,lusambo,-4.9667,23.45,20.63,99,100,1.23,CD,1699936287
216,bredasdorp,-34.5322,20.0403,15.88,78,48,6.78,ZA,1699936287
217,cam ranh,11.9214,109.1591,24.98,100,75,4.12,VN,1699936288
218,grindavik,63.8424,-22.4338,7.26,65,75,6.69,IS,1699936158
219,evensk,61.95,159.2333,-17.79,74,8,5.02,RU,1699936289
220,oga,46.4631,10.347,3.3,86,82,0.97,IT,1699936290
221,adrar,20.5022,-10.0711,21.18,21,28,4.91,MR,1699936291
222,benjamin aceval,-24.9667,-57.5667,26.08,92,100,1.23,PY,1699936292
223,souillac,-20.5167,57.5167,25.21,78,40,3.6,MU,1699936292
224,ponnani,10.767,75.9252,26.62,57,95,1.55,IN,1699936293
225,doha,25.2867,51.5333,26.99,61,3,2.57,QA,1699936294
226,klaksvik,62.2266,-6.589,6.51,66,69,9.68,FO,1699936295
227,fairbanks,64.8378,-147.7164,-3.02,91,100,0.0,US,1699936296
228,novodugino,55.6305,34.2842,1.42,97,100,4.39,RU,1699936296
229,kulunda,52.566,78.9385,4.19,78,93,3.95,RU,1699936297
230,hithadhoo,-0.6,73.0833,27.6,79,64,4.81,MV,1699936298
231,hambantota,6.1241,81.1185,27.19,100,75,1.54,LK,1699936299
232,polunochnoye,60.8697,60.4153,0.3,81,100,2.0,RU,1699936299
233,salinopolis,-0.6136,-47.3561,25.71,82,70,3.7,BR,1699936300
234,hami,42.8,93.45,6.64,26,67,1.3,CN,1699936301
235,kruisfontein,-34.0033,24.7314,14.8,70,29,4.39,ZA,1699936301
236,buraydah,26.326,43.975,19.25,40,61,4.05,SA,1699936302
237,viedma,-40.8135,-62.9967,15.53,41,66,7.56,AR,1699936303
238,ormara,25.2088,64.6357,24.96,53,0,2.46,PK,1699936041
239,lorengau,-2.0226,147.2712,28.27,77,97,3.0,PG,1699936159
240,corinto,37.9407,22.9573,15.68,76,63,1.12,GR,1699936305
241,kodinsk,58.6881,99.1844,0.8,88,100,5.02,RU,1699936306
242,quelimane,-17.8786,36.8883,22.97,88,40,0.0,MZ,1699936306
243,sola,-13.8833,167.55,25.7,75,100,8.96,VU,1699936308
244,misratah,32.3754,15.0925,21.53,69,49,4.89,LY,1699936308
245,pacific grove,36.6177,-121.9166,12.59,85,0,3.09,US,1699936309
246,tual,-5.6667,132.75,27.88,73,48,3.24,ID,1699936063
247,bhongir,17.5108,78.8889,27.61,62,29,2.33,IN,1699936312
248,sakaiminato,35.55,133.2333,15.96,58,40,3.09,JP,1699936312
249,antofagasta,-23.65,-70.4,16.6,77,25,2.92,CL,1699936313
250,seddon,-37.8068,144.8916,18.09,62,75,3.6,AU,1699936314
251,faanui,-16.4833,-151.75,27.01,83,72,7.92,PF,1699936314
252,coquimbo,-29.9533,-71.3436,13.85,82,1,2.06,CL,1699936133
253,borogontsy,62.6683,131.1683,-20.73,97,95,1.44,RU,1699936315
254,shimoda,34.6667,138.95,17.2,68,76,1.8,JP,1699936316
255,kyabe,9.4515,18.9449,25.07,65,89,0.08,TD,1699936317
256,iskateley,67.6803,53.1512,-7.77,96,100,4.02,RU,1699936318
257,sur,22.5667,59.5289,26.82,40,25,1.42,OM,1699936319
258,phan thiet,10.9333,108.1,30.99,64,56,7.53,VN,1699936320
259,zhuanghe,39.7008,122.9911,7.0,48,95,0.93,CN,1699936320
260,novobirilyussy,56.9514,90.6661,-3.14,80,63,3.93,RU,1699936321
261,lewiston,44.1003,-70.2148,1.31,89,100,0.0,US,1699936322
262,kjopsvik,68.097,16.3742,-12.07,50,1,3.68,NO,1699936322
263,omboue,-1.5746,9.2618,25.06,90,90,2.39,GA,1699936323
264,bozhou,33.8772,115.7703,11.77,34,0,2.86,CN,1699936248
265,awka,6.2101,7.0741,24.05,93,100,0.78,NG,1699936324
266,meulaboh,4.1363,96.1285,25.4,91,100,2.69,ID,1699936325
267,eatonton,33.3268,-83.3885,10.6,91,100,1.44,US,1699936326
268,vao,-22.6667,167.4833,21.56,65,62,8.18,NC,1699936326
269,kodiak,57.79,-152.4072,5.73,45,75,8.23,US,1699936327
270,nome,64.5011,-165.4064,1.04,80,75,7.72,US,1699936328
271,korla,41.7597,86.1469,6.76,25,35,4.13,CN,1699936107
272,vardo,70.3705,31.1107,-1.01,86,88,3.09,NO,1699936329
273,siaya,0.0612,34.2882,19.1,82,32,1.55,KE,1699936330
274,dasoguz,41.8363,59.9666,2.97,70,0,5.14,TM,1699936330
275,bilibino,68.0546,166.4372,-29.23,100,100,0.77,RU,1699936331
276,rawson,-43.3002,-65.1023,9.47,33,39,14.16,AR,1699936332
277,marawi,7.9986,124.2928,27.81,65,51,2.79,PH,1699936332
278,avera,33.194,-82.5271,9.65,59,100,2.36,US,1699936333
279,dalbandin,28.8947,64.4101,20.59,22,32,2.79,PK,1699936334
280,saint anthony,45.0205,-93.218,10.03,45,0,4.47,US,1699936334
281,constitucion,-35.3333,-72.4167,9.2,79,22,4.39,CL,1699936257
282,rio gallegos,-51.6226,-69.2181,2.03,69,0,7.2,AR,1699936336
283,kampong chhnang,12.1667,104.55,31.7,57,81,5.55,KH,1699936337
284,mandalgovi,45.7625,106.2708,-0.32,18,26,2.53,MN,1699936338
285,nalut,30.3333,10.85,15.06,57,0,3.81,LY,1699936338
286,leningradskiy,69.3833,178.4167,-16.32,80,99,16.54,RU,1699936159
287,matara,5.9485,80.5353,26.41,88,99,1.65,LK,1699936340
288,margate,51.3813,1.3862,13.28,81,78,5.36,GB,1699936271
289,camden,39.7835,-74.9663,5.92,87,4,2.92,US,1699936341
290,pyaozerskiy,65.8333,31.1667,-8.86,93,81,4.22,RU,1699936342
291,chamrajnagar,11.9167,76.95,24.54,67,87,2.71,IN,1699936343
292,lavumisa,-27.31,31.892,16.04,93,100,1.73,SZ,1699936343
293,shitanjing,39.2342,106.3439,4.97,23,21,0.48,CN,1699936344
294,ornskoldsvik,63.2909,18.7153,-9.47,92,100,3.09,SE,1699936345
295,moussoro,13.6408,16.4901,28.12,21,88,7.32,TD,1699936345
296,uyemskiy,64.4743,40.8524,-3.28,94,97,2.79,RU,1699936346
297,almeria,37.1667,-2.3333,11.91,42,97,1.8,ES,1699936347
298,minot,48.2325,-101.2963,4.12,70,0,5.14,US,1699936347
299,lao cai,22.4833,103.95,21.76,78,97,1.01,VN,1699936348
300,mantua,45.1667,10.7833,7.81,91,98,0.87,IT,1699936349
301,venado tuerto,-33.7456,-61.9688,11.82,82,0,2.28,AR,1699936350
302,port blair,11.6667,92.75,28.02,83,100,2.06,IN,1699936351
303,trairi,-3.2778,-39.2689,25.75,79,92,3.57,BR,1699936276
304,zhanjiang,21.2815,110.3427,21.97,64,56,3.44,CN,1699936352
305,kaeo,-35.1,173.7833,17.66,91,97,5.19,NZ,1699936352
306,camacha,33.0833,-16.3333,16.68,77,75,2.57,PT,1699936353
307,vylkove,45.4021,29.586,6.52,55,15,4.33,UA,1699936354
308,goderich,43.7501,-81.7165,7.73,70,100,8.75,CA,1699936355
309,dingle,10.9995,122.6711,25.73,91,100,4.1,PH,1699936356
310,kudahuvadhoo,2.6708,72.8944,27.65,74,61,1.8,MV,1699936356
311,lukovit,43.2,24.1667,2.7,62,17,2.05,BG,1699936357
312,stephenville,32.2207,-98.2023,13.07,69,100,0.0,US,1699936358
313,jizan,17.3333,42.6667,27.52,69,14,2.25,SA,1699936358
314,valparaiso,-33.0393,-71.6273,12.8,71,0,0.51,CL,1699936244
315,ostrovnoy,68.0531,39.5131,-1.85,74,65,6.18,RU,1699936360
316,yekepa,7.5753,-8.5419,20.1,81,26,0.55,LR,1699936360
317,mar del plata,-38.0023,-57.5575,13.38,57,54,5.36,AR,1699936262
318,geraldton,-28.7667,114.6,26.23,61,43,5.14,AU,1699936063
319,san andres,12.5847,-81.7006,26.01,94,20,2.06,CO,1699936362
320,ixtapa,20.7,-105.2,26.57,83,0,1.03,MX,1699936363
321,roald,62.5833,6.1333,2.09,80,1,2.57,NO,1699936364
322,riviere-au-renard,48.9957,-64.3971,-1.84,72,99,1.04,CA,1699936365
323,edd,13.9297,41.6925,30.82,43,85,5.13,ER,1699936366
324,gornopravdinsk,60.05,69.9,0.58,94,100,5.87,RU,1699936366
325,yulara,-25.2406,130.9889,35.63,18,63,3.39,AU,1699936368
326,isla mujeres,21.2311,-86.731,25.09,82,100,6.02,MX,1699936368
327,usinsk,65.9939,57.5281,-7.18,83,100,2.24,RU,1699936369
328,half moon bay,37.4636,-122.4286,15.33,78,100,4.12,US,1699936370
329,kavieng,-2.5744,150.7967,28.88,67,48,2.15,PG,1699936370
330,srednekolymsk,67.45,153.6833,-22.48,94,76,4.15,RU,1699936371
331,churapcha,62.0025,132.4325,-19.74,97,85,1.22,RU,1699936371
332,agirish,61.9247,63.0231,-1.82,97,100,3.71,RU,1699936372
333,altamira,-3.2033,-52.2064,27.19,48,92,1.59,BR,1699936373
334,san borja,-14.8167,-66.85,28.88,56,86,0.53,BO,1699936374
335,ternate,0.8,127.4,29.65,67,91,3.07,ID,1699936374
336,koslan,63.4564,48.8989,-0.88,94,100,4.92,RU,1699936375
